lambda_delay,lambda_migration,lambda_resource,lambda_balance,migrate_threshold,cooldown_steps,max_candidates,d_max,queue_penalty_coeff,sensitivity_coeff,migration_state_coeff,migration_hops_coeff,migration_norm_factor,resource_tension_max,allocation_failure_penalty,mean_cost_margin_vs_nearest,mean_failed_gap_vs_nearest,mean_delay_gap_vs_nearest
0.24489795918367346,0.1836734693877551,0.3673469387755102,0.20408163265306123,0.03,4,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.840497573465512,-0.10625000000000018,0.060715140244909094
0.2553191489361702,0.23404255319148937,0.34042553191489366,0.17021276595744683,0.09,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.83893758007332,-0.10625000000000018,0.03263719446582769
0.2545454545454546,0.23636363636363636,0.3272727272727272,0.18181818181818182,0.09,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.837864568296283,-0.10625000000000018,0.03263719446582769
0.24489795918367346,0.2653061224489796,0.326530612244898,0.163265306122449,0.03,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.836420143911937,-0.10625000000000018,0.049789686914692766
0.24489795918367346,0.2653061224489796,0.326530612244898,0.163265306122449,0.06,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.836420143911937,-0.10625000000000018,0.049789686914692766
0.24489795918367346,0.2653061224489796,0.326530612244898,0.163265306122449,0.09,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.836420143911937,-0.10625000000000018,0.049789686914692766
0.24489795918367346,0.22448979591836735,0.326530612244898,0.20408163265306123,0.03,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.827816475379535,-0.10625000000000018,0.050050948599764666
0.24489795918367346,0.22448979591836735,0.326530612244898,0.20408163265306123,0.06,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.827816475379535,-0.10625000000000018,0.050050948599764666
0.2553191489361702,0.23404255319148934,0.2978723404255319,0.2127659574468085,0.09,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.824676803968401,-0.10625000000000018,0.03263719446582769
0.2641509433962264,0.20754716981132074,0.33962264150943394,0.18867924528301888,0.03,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.824336615306862,-0.10625000000000018,0.026242020576457747
0.24489795918367346,0.2653061224489796,0.28571428571428575,0.20408163265306123,0.03,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.821193722816503,-0.10625000000000018,0.049789686914692766
0.26666666666666666,0.19999999999999998,0.35555555555555557,0.17777777777777778,0.06,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.820741193162945,-0.10625000000000018,0.026242020576457747
0.2641509433962264,0.24528301886792453,0.33962264150943394,0.1509433962264151,0.09,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.800062668485879,-0.10625000000000018,0.03263719446582769
0.2553191489361702,0.23404255319148937,0.3829787234042553,0.1276595744680851,0.06,2,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.799658585188752,-0.10625000000000018,0.050050948599764666
0.2553191489361702,0.2765957446808511,0.34042553191489366,0.1276595744680851,0.06,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.793582999939048,-0.10625000000000018,0.049789686914692766
0.2553191489361702,0.2765957446808511,0.34042553191489366,0.1276595744680851,0.09,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.793582999939048,-0.10625000000000018,0.049789686914692766
0.2641509433962264,0.24528301886792453,0.3018867924528302,0.18867924528301888,0.09,3,4,32.0,24.0,0.25,0.15,8.0,20.0,4.0,120.0,-11.78741631986452,-0.10625000000000018,0.03263719446582769
